,ZIPCODE,Year,AAWDT,Total_Population,Pop_fraction,RACK_CAPACITY,Miles_Bike_Lanes,Sidewalk_length
328,98195,2017,404242.0,6830.972408241055,0.009374691946242566,,,24.99378267105741
329,98195,2018,403306.0,6958.2244767193515,0.009374691946242566,,,
330,98199,2007,71500.0,16472.541215128316,0.028137219465711565,,,12350.60286703728
331,98199,2008,66100.0,16653.576085170705,0.028137219465711565,2.0,1.2598447299999997,
332,98199,2009,64700.0,16841.223201787536,0.028137219465711565,2.0,,
333,98199,2010,60200.0,17126.0,0.028137219465711565,,,
334,98199,2011,64400.0,17520.8777379818,0.028137219465711565,,,
335,98199,2012,69164.0,17893.245700391024,0.028137219465711565,2.0,,
336,98199,2013,64000.0,18390.14899615549,0.028137219465711565,10.0,,
337,98199,2014,69300.0,18855.003998948512,0.028137219465711565,,,
338,98199,2015,167425.732513,19341.13073965761,0.028137219465711565,,,70.602223210524
339,98199,2016,167925.732513,19967.043186672363,0.028137219465711565,2.0,,
340,98199,2017,237420.0,20502.494473104853,0.028137219465711565,,0.59970133,
341,98199,2018,251763.0,20884.429090132424,0.028137219465711565,,,
